2,4789,5455
1,5789,5166
1,1268,5166
1,5789,5164
1,1268,5164
1,4589,5164
2,4589,5146
3,5789,5144
3,1278,5144
2,6789,5144
2,5789,5145
1,1268,5136
1,6789,5136
1,4589,5134
1,1245,5132
2,4589,5156
2,6789,5154
1,1245,5152
2,1245,5155
2,5789,5266
1,2459,5266
2,2478,5266
2,1278,5266
2,1357,5266
2,1356,5266
2,4789,5266
2,4689,5266
2,5789,5264
2,2478,5264
2,1278,5264
2,1268,5264
2,6789,5264
2,4789,5264
3,5789,5262
1,6789,5263
3,5789,5265
2,6789,5246
2,4569,5246
2,4789,5246
2,1567,5244
2,4789,5244
2,4689,5244
3,1357,5242
1,2478,5243
2,1234,5243
2,2459,5245
3,6789,5245
2,4569,5245
1,4789,5245
2,2478,5214
2,2478,5215
2,2347,5226
3,1245,5226
2,1469,5226
2,1268,5224
2,1349,5224
2,4569,5224
2,2478,5225
1,1245,5225
1,2348,5236
1,2347,5236
1,1268,5236
1,4789,5236
1,2348,5234
1,1567,5234
2,6789,5234
2,4789,5234
1,1567,5233
2,6789,5235
3,2348,5256
3,2345,5256
3,1356,5256
2,1349,5256
2,2348,5254
2,1356,5254
2,1349,5254
2,6789,5254
2,4569,5254
3,1245,5252
2,2345,5253
2,4789,5255
2,4689,5255
2,4569,5366
2,2459,5364
1,3678,5364
2,1567,5364
2,1235,5364
1,1689,5364
2,1469,5364
2,4569,5364
1,1567,5363
1,1469,5363
2,5789,5365
2,1567,5365
2,1234,5365
2,1689,5365
1,2459,5346
1,1567,5346
2,1689,5346
2,1469,5346
1,4589,5346
2,1569,5344
2,1235,5344
2,1469,5344
2,4679,5344
1,1234,5342
2,1567,5343
2,1268,5343
1,3678,5314
1,1268,5326
1,1245,5326
1,1268,5322
2,1569,5334
2,1268,5334
2,1569,5335
2,1689,5335
1,4569,5356
2,2478,5354
2,1235,5354
3,1268,5354
2,1567,5352
1,1245,5352
2,1567,5353
2,1234,5353
2,1234,5355
3,3678,5566
3,1367,5566
2,1689,5566
3,1468,5566
2,6789,5566
2,4569,5566
3,3678,5564
2,1367,5564
2,1469,5564
3,4569,5564
2,1357,5562
2,1367,5562
2,1567,5563
2,1368,5563
2,1367,5563
3,4569,5565
2,3467,5546
3,1245,5546
3,1468,5546
2,6789,5546
3,2348,5544
3,3579,5544
3,3678,5544
2,1567,5544
3,1235,5544
3,1378,5544
3,1468,5544
3,6789,5544
3,4589,5544
2,1567,5541
2,1245,5542
2,1567,5543
2,1357,5543
2,1689,5543
3,1569,5545
3,1567,5545
3,1268,5545
3,6789,5545
3,4589,5545
3,4569,5545
2,1357,5516
2,2459,5514
3,2478,5514
3,1378,5514
3,1357,5511
1,1378,5513
2,2345,5526
2,2349,5526
2,2478,5526
2,3678,5526
2,1268,5526
2,1349,5526
1,2348,5523
1,2347,5523
1,1378,5523
1,1349,5523
2,2348,5525
3,2345,5525
3,3678,5525
2,1268,5525
3,1245,5525
3,2348,5536
2,2345,5536
2,2347,5536
2,1569,5536
2,1268,5536
3,1245,5536
2,2348,5534
2,2345,5534
2,1569,5534
2,1368,5534
3,1349,5534
1,2347,5532
1,1567,5532
2,2349,5533
2,2349,5535
2,1569,5535
2,1268,5535
2,1349,5535
2,1689,5535
2,6789,5535
3,2349,5556
3,2478,5556
2,3678,5556
3,1268,5556
3,1356,5556
3,1349,5556
3,3579,5554
3,3678,5554
3,1567,5554
2,1235,5554
2,2345,5552
2,1245,5552
2,2347,5553
3,2345,5555
3,2349,5555
3,1245,5555
